Number,Player,Position,Height,Weight,Birth Date,Country,Years Experience,College,Player URL,Game Score,Game Season,Points,Assists,Rebounds,Steals,Blocks,Turnovers,Personal Fouls,Minutes Played,Field Goals Made,Field Goals Attempted,Field Goals Percentage,Three Points Made,Three Points Attempted,Three Points Percentage,Free Throws Made,Free Throws Attempted,Free Throws Percentage,Offensive Rebounds,Defensive Rebounds,Plus Minus,Opponent,Location,Game Date,Age,Team,Game Result,Starter,Season,Draft Round,Draft Pick in Round,Draft Overall Pick
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,18.0,24,17,1,11,0,8,1,3,32:21,6,12,.500,1,4,.250,4,6,.667,1,10,+10,DEN,A,2023-12-16,21-229,OKC,W (+1),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,17.1,25,17,2,6,1,7,2,2,24:54,7,14,.500,2,4,.500,1,1,1.000,2,4,+13,MEM,H,2023-12-18,21-231,OKC,W (+19),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,24.2,26,23,7,6,0,0,1,1,29:33,9,11,.818,2,3,.667,3,3,1.000,0,6,+17,LAC,H,2023-12-21,21-234,OKC,W (+19),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,15.7,27,19,0,10,1,3,0,1,34:04,8,18,.444,1,6,.167,2,5,.400,4,6,-7,LAL,H,2023-12-23,21-236,OKC,L (-9),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,16.5,28,20,5,4,0,1,1,4,28:51,8,13,.615,3,6,.500,1,2,.500,0,4,+17,MIN,H,2023-12-26,21-239,OKC,W (+23),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,19.2,29,22,1,5,0,4,0,4,30:08,9,14,.643,1,4,.250,3,4,.750,1,4,+4,NYK,H,2023-12-27,21-240,OKC,W (+9),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,21.9,30,24,3,6,0,2,2,1,28:27,9,14,.643,4,4,1.000,2,2,1.000,3,3,+9,DEN,A,2023-12-29,21-242,OKC,W (+26),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,15.7,31,18,3,10,0,2,3,3,32:22,7,10,.700,3,5,.600,1,2,.500,0,10,+16,BRK,H,2023-12-31,21-244,OKC,W (+16),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,16.5,32,14,7,3,0,4,1,1,32:43,5,9,.556,3,5,.600,1,2,.500,0,3,+4,BOS,H,2024-01-02,21-246,OKC,W (+4),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,4.9,33,12,1,3,0,0,4,1,24:34,5,9,.556,2,5,.400,0,0,,0,3,-1,ATL,A,2024-01-03,21-247,OKC,L (-3),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,13.9,34,17,3,6,1,1,1,3,34:59,8,15,.533,0,4,.000,1,2,.500,3,3,-3,BRK,A,2024-01-05,21-249,OKC,L (-9),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,29.7,35,31,5,4,0,2,0,3,31:47,11,14,.786,4,5,.800,5,8,.625,1,3,+1,WAS,A,2024-01-08,21-252,OKC,W (+8),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,18.7,36,23,2,9,0,3,2,4,33:17,10,15,.667,1,5,.200,2,3,.667,0,9,+3,MIA,A,2024-01-10,21-254,OKC,W (+8),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,16.6,37,19,3,4,1,0,0,2,20:08,9,13,.692,1,3,.333,0,2,.000,1,3,+41,POR,H,2024-01-11,21-255,OKC,W (+62),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,13.7,38,15,3,8,1,2,2,0,31:33,7,14,.500,1,5,.200,0,0,,2,6,+5,ORL,H,2024-01-13,21-257,OKC,W (+12),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,8.0,39,9,4,8,1,3,3,5,30:29,4,9,.444,1,4,.250,0,0,,1,7,-8,LAL,A,2024-01-15,21-259,OKC,L (-7),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,4.1,40,8,5,5,0,1,1,4,33:07,2,10,.200,0,2,.000,4,6,.667,0,5,-14,LAC,A,2024-01-16,21-260,OKC,L (-11),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,9.4,41,15,5,5,0,4,3,3,31:55,6,16,.375,2,6,.333,1,2,.500,0,5,+2,UTA,A,2024-01-18,21-262,OKC,W (+5),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,15.1,42,15,2,5,1,2,0,4,33:05,4,8,.500,1,2,.500,6,6,1.000,1,4,+8,MIN,A,2024-01-20,21-264,OKC,W (+5),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,12.5,43,8,3,10,0,6,1,1,32:26,3,6,.500,0,2,.000,2,4,.500,1,9,+8,POR,H,2024-01-23,21-267,OKC,W (+2),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,15.9,44,17,4,9,1,3,3,3,30:08,7,13,.538,2,4,.500,1,3,.333,4,5,+11,SAS,A,2024-01-24,21-268,OKC,W (+26),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,19.1,45,20,0,13,1,2,0,1,30:16,9,16,.563,2,6,.333,0,0,,2,11,+18,NOP,A,2024-01-26,21-270,OKC,W (+24),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,6.9,46,9,1,12,0,1,1,0,23:11,4,11,.364,1,5,.200,0,1,.000,1,11,-20,DET,A,2024-01-28,21-272,OKC,L (-16),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,2.5,47,4,2,7,0,3,2,0,32:00,2,9,.222,0,2,.000,0,0,,1,6,-13,MIN,H,2024-01-29,21-273,OKC,L (-6),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,20.8,48,18,3,13,0,5,2,0,32:07,7,13,.538,3,4,.750,1,2,.500,5,8,+13,DEN,H,2024-01-31,21-275,OKC,W (+5),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,16.2,49,16,3,6,1,2,1,1,23:20,5,9,.556,3,6,.500,3,4,.750,0,6,+13,CHO,H,2024-02-02,21-277,OKC,W (+20),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,19.0,50,22,4,5,2,2,2,1,41:15,9,17,.529,4,10,.400,0,0,,0,5,+10,TOR,H,2024-02-04,21-279,OKC,W (+8),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,24.6,51,22,3,8,3,4,1,3,30:50,8,13,.615,4,6,.667,2,4,.500,3,5,-5,UTA,A,2024-02-06,21-281,OKC,L (-7),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,13.6,52,13,0,12,0,1,0,4,22:00,4,7,.571,2,3,.667,3,4,.750,4,8,-3,DAL,A,2024-02-10,21-285,OKC,L (-35),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,14.3,53,14,2,4,2,4,2,3,30:44,5,9,.556,0,2,.000,4,4,1.000,1,3,+22,SAC,H,2024-02-11,21-286,OKC,W (+14),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,14.7,54,13,1,9,1,5,1,5,31:46,4,8,.500,1,3,.333,4,4,1.000,2,7,+15,ORL,A,2024-02-13,21-288,OKC,W (+14),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,14.4,55,17,3,10,0,3,3,4,32:55,6,12,.500,3,6,.500,2,3,.667,3,7,+1,LAC,H,2024-02-22,21-297,OKC,W (+22),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,20.2,56,25,0,10,0,2,3,2,23:04,11,14,.786,2,5,.400,1,2,.500,1,9,+6,WAS,H,2024-02-23,21-298,OKC,W (+41),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,30.2,57,29,7,8,1,3,2,3,33:12,11,16,.688,5,8,.625,2,2,1.000,2,6,+10,HOU,A,2024-02-25,21-300,OKC,W (+13),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,16.9,58,18,2,13,1,3,2,4,33:35,6,13,.462,1,4,.250,5,5,1.000,2,11,+10,HOU,H,2024-02-27,21-302,OKC,W (+17),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,22.7,59,23,5,7,0,1,1,1,33:08,8,12,.667,1,4,.250,6,6,1.000,0,7,-10,SAS,A,2024-02-29,21-304,OKC,L (-14),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,13.9,60,14,2,9,1,0,1,1,31:35,5,10,.500,0,1,.000,4,5,.800,4,5,-19,PHO,A,2024-03-03,21-307,OKC,W (+8),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,12.3,61,15,1,7,0,1,0,0,28:10,6,14,.429,2,6,.333,1,1,1.000,3,4,-12,LAL,A,2024-03-04,21-308,OKC,L (-12),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,24.1,62,21,5,14,0,1,1,1,33:11,6,9,.667,1,4,.250,8,10,.800,2,12,+32,POR,A,2024-03-06,21-310,OKC,W (+8),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,4.5,63,7,3,3,0,0,0,1,29:28,3,9,.333,1,4,.250,0,0,,0,3,-1,MIA,H,2024-03-08,21-312,OKC,W (+7),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,3.8,64,8,2,6,0,2,3,2,21:34,4,10,.400,0,4,.000,0,0,,1,5,+30,MEM,H,2024-03-10,21-314,OKC,W (+31),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,13.6,65,15,3,13,0,2,0,2,35:25,6,16,.375,3,6,.500,0,0,,2,11,-4,IND,H,2024-03-12,21-316,OKC,L (-10),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,13.2,66,11,1,8,1,1,0,1,32:07,4,6,.667,2,3,.667,1,1,1.000,1,7,-1,DAL,H,2024-03-14,21-318,OKC,W (+7),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,22.5,67,22,2,11,1,3,1,2,31:35,8,13,.615,2,4,.500,4,4,1.000,1,10,-7,MEM,A,2024-03-16,21-320,OKC,W (+6),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,34.2,68,35,1,14,2,3,2,1,30:49,12,18,.667,1,5,.200,10,12,.833,3,11,+27,UTA,H,2024-03-20,21-324,OKC,W (+12),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,19.3,69,18,1,10,2,1,0,1,26:36,8,13,.615,2,4,.500,0,0,,3,7,+14,TOR,A,2024-03-22,21-326,OKC,W (+20),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,-0.4,70,6,0,4,0,0,1,1,25:28,1,10,.100,0,5,.000,4,4,1.000,1,3,-1,MIL,A,2024-03-24,21-328,OKC,L (-25),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,14.0,71,16,4,9,0,2,1,3,33:29,7,13,.538,1,6,.167,1,2,.500,0,9,+16,NOP,A,2024-03-26,21-330,OKC,W (+7),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,-2.6,72,2,0,7,0,3,5,6,18:20,0,2,.000,0,2,.000,2,2,1.000,0,7,+1,HOU,H,2024-03-27,21-331,OKC,L (-6),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,18.3,73,20,2,6,0,1,1,1,27:41,6,10,.600,0,0,,8,8,1.000,1,5,+16,PHO,H,2024-03-29,21-333,OKC,W (+25),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,-2.6,74,5,0,5,0,1,3,4,26:13,2,8,.250,1,6,.167,0,2,.000,1,4,-10,NYK,A,2024-03-31,21-335,OKC,W (+1),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,15.0,75,22,1,7,0,2,3,4,29:06,7,14,.500,3,6,.500,5,5,1.000,1,6,-11,PHI,A,2024-04-02,21-337,OKC,L (-4),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,5.3,76,11,2,7,0,0,1,1,27:28,5,14,.357,0,3,.000,1,2,.500,1,6,-11,BOS,A,2024-04-03,21-338,OKC,L (-35),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,8.3,77,15,0,8,0,3,2,4,28:07,4,12,.333,1,6,.167,6,8,.750,0,8,+5,IND,A,2024-04-05,21-340,OKC,L (-14),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,18.7,78,20,2,10,2,3,3,3,30:57,6,12,.500,3,6,.500,5,7,.714,3,7,+5,CHO,A,2024-04-07,21-342,OKC,W (+3),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,17.8,79,15,2,9,2,2,0,1,34:06,5,9,.556,2,5,.400,3,6,.500,3,6,+11,SAC,H,2024-04-09,21-344,OKC,W (+7),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,8.0,80,9,2,6,1,0,0,3,14:37,3,8,.375,1,2,.500,2,2,1.000,1,5,+8,SAS,H,2024-04-10,21-345,OKC,W (+38),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,22.8,81,22,3,9,1,3,2,2,25:00,9,13,.692,1,4,.250,3,3,1.000,3,6,+10,MIL,H,2024-04-12,21-347,OKC,W (+18),1,2023-24,1,2,2
7,Chet Holmgren,C,7-1,195,"May 1, 2002",us,R,Gonzaga,https://www.basketball-reference.com/players/h/holmgch01/gamelog/2024,11.6,82,13,0,9,0,1,2,1,11:32,6,8,.750,0,1,.000,1,1,1.000,2,7,+16,DAL,H,2024-04-14,21-349,OKC,W (+49),1,2023-24,1,2,2
22,Cason Wallace,SG,6-4,193,"November 7, 2003",us,R,Kentucky,https://www.basketball-reference.com/players/w/wallaca01/gamelog/2024,11.3,1,13,1,2,0,1,1,3,19:02,5,5,1.000,3,3,1.000,0,0,,0,2,+9,CHI,A,2023-10-25,19-352,OKC,W (+20),0,2023-24,1,10,10
