Number,Player,Position,Height,Weight,Birth Date,Country,Years Experience,College,Player URL,Game Score,Game Season,Points,Assists,Rebounds,Steals,Blocks,Turnovers,Personal Fouls,Minutes Played,Field Goals Made,Field Goals Attempted,Field Goals Percentage,Three Points Made,Three Points Attempted,Three Points Percentage,Free Throws Made,Free Throws Attempted,Free Throws Percentage,Offensive Rebounds,Defensive Rebounds,Plus Minus,Opponent,Location,Game Date,Age,Team,Game Result,Starter,Season,Draft Round,Draft Pick in Round,Draft Overall Pick
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,14.2,11,21,4,5,4,0,6,2,32:25,9,17,.529,3,5,.600,0,1,.000,1,4,+12,ORL,H,2023-11-14,27-076,BRK,W (+20),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,16.7,12,23,5,7,0,0,3,2,35:01,6,15,.400,2,6,.333,9,10,.900,1,6,+5,MIA,A,2023-11-16,27-078,BRK,L (-7),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,13.2,13,18,3,1,0,0,2,0,29:13,8,12,.667,2,2,1.000,0,0,,0,1,-14,PHI,H,2023-11-19,27-081,BRK,L (-22),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,36.5,14,45,4,10,2,0,1,2,43:37,16,31,.516,2,6,.333,11,12,.917,3,7,-12,ATL,A,2023-11-22,27-084,BRK,L (-2),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,17.1,15,24,3,6,2,1,3,2,32:57,8,19,.421,3,6,.500,5,5,1.000,1,5,+16,MIA,H,2023-11-25,27-087,BRK,W (+15),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,14.5,16,15,6,2,0,0,2,0,35:44,5,7,.714,4,6,.667,1,2,.500,0,2,-7,CHI,H,2023-11-26,27-088,BRK,W (+9),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,14.4,17,22,5,10,0,0,5,3,37:54,9,17,.529,1,3,.333,3,3,1.000,1,9,+15,TOR,H,2023-11-28,27-090,BRK,W (+12),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,14.9,18,22,4,9,2,0,2,1,37:42,9,22,.409,2,5,.400,2,3,.667,0,9,+7,CHO,H,2023-11-30,27-092,BRK,L (-1),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,34.5,19,42,3,5,1,3,3,3,35:23,12,20,.600,3,6,.500,15,18,.833,1,4,+26,ORL,H,2023-12-02,27-094,BRK,W (+28),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,28.1,20,32,6,5,0,1,1,2,35:03,12,19,.632,3,4,.750,5,5,1.000,0,5,+1,ATL,A,2023-12-06,27-098,BRK,W (+1),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,17.2,21,21,3,4,0,2,2,0,30:29,9,15,.600,2,3,.667,1,1,1.000,1,3,+24,WAS,H,2023-12-08,27-100,BRK,W (+27),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,15.7,22,22,5,5,0,0,5,1,36:35,6,13,.462,3,5,.600,7,7,1.000,2,3,-13,SAC,A,2023-12-11,27-103,BRK,L (-13),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,12.2,23,21,2,3,1,0,0,3,38:32,7,19,.368,3,9,.333,4,5,.800,0,3,0,PHO,A,2023-12-13,27-105,BRK,W (+4),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,1.9,24,9,1,0,1,0,4,0,24:34,3,8,.375,2,6,.333,1,2,.500,0,0,-13,DEN,A,2023-12-14,27-106,BRK,L (-23),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,10.7,25,18,2,6,1,0,2,1,39:42,6,17,.353,3,4,.750,3,3,1.000,1,5,-2,GSW,A,2023-12-16,27-108,BRK,L (-4),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,2.8,26,13,5,1,0,0,2,3,35:15,4,16,.250,3,8,.375,2,5,.400,0,1,-19,UTA,A,2023-12-18,27-110,BRK,L (-17),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,5.6,27,15,2,5,2,0,2,0,32:49,4,21,.190,1,8,.125,6,6,1.000,2,3,-17,NYK,H,2023-12-20,27-112,BRK,L (-19),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,7.3,28,14,6,3,0,0,3,2,29:02,7,16,.438,0,3,.000,0,1,.000,2,1,-13,DEN,H,2023-12-22,27-114,BRK,L (-5),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,28.1,29,29,7,6,1,1,1,2,32:56,9,17,.529,1,4,.250,10,10,1.000,2,4,+6,DET,H,2023-12-23,27-115,BRK,W (+11),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,10.7,30,21,3,4,0,0,3,2,39:42,6,14,.429,0,1,.000,9,15,.600,0,4,0,DET,A,2023-12-26,27-118,BRK,W (+6),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,6.0,31,6,1,3,1,0,1,0,12:00,3,4,.750,0,1,.000,0,0,,0,3,-1,MIL,H,2023-12-27,27-119,BRK,L (-22),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,11.9,32,19,1,5,1,1,2,2,36:18,6,14,.429,2,6,.333,5,7,.714,0,5,+11,WAS,A,2023-12-29,27-121,BRK,L (-6),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,18.8,33,22,7,7,1,0,0,1,36:53,8,20,.400,3,10,.300,3,3,1.000,0,7,-8,OKC,A,2023-12-31,27-123,BRK,L (-16),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,6.0,34,13,2,3,0,0,4,0,29:00,4,11,.364,2,5,.400,3,3,1.000,2,1,-24,NOP,A,2024-01-02,27-125,BRK,L (-27),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,7.6,35,15,3,4,1,1,1,1,36:20,5,18,.278,3,12,.250,2,3,.667,0,4,-19,HOU,A,2024-01-03,27-126,BRK,L (-11),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,9.5,36,17,3,8,0,1,4,4,39:10,5,13,.385,0,5,.000,7,8,.875,1,7,+5,OKC,H,2024-01-05,27-128,BRK,W (+9),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,30.1,37,42,3,4,0,0,3,0,44:06,15,26,.577,4,8,.500,8,8,1.000,0,4,-2,POR,H,2024-01-07,27-130,BRK,L (-7),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,13.7,38,26,1,6,1,0,4,3,38:32,6,18,.333,2,6,.333,12,13,.923,0,6,-6,CLE,A,2024-01-11,27-134,BRK,L (-9),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,23.6,39,26,6,9,2,2,1,1,43:51,10,23,.435,2,10,.200,4,4,1.000,2,7,-1,MIA,H,2024-01-15,27-138,BRK,L (-1),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,12.5,40,21,4,4,0,1,1,4,33:48,7,18,.389,3,9,.333,4,6,.667,0,4,-3,POR,A,2024-01-17,27-140,BRK,L (-2),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,14.7,41,17,5,1,2,0,2,1,34:39,6,11,.545,4,8,.500,1,2,.500,0,1,+14,LAL,A,2024-01-19,27-142,BRK,W (+18),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,21.7,42,26,5,6,1,1,3,1,37:55,9,17,.529,4,7,.571,4,4,1.000,1,5,-12,LAC,A,2024-01-21,27-144,BRK,L (-11),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,28.2,43,36,5,5,1,0,0,2,36:41,14,26,.538,7,13,.538,1,2,.500,0,5,0,NYK,H,2024-01-23,27-146,BRK,L (-5),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,11.8,44,21,3,1,2,0,3,1,35:21,8,18,.444,2,8,.250,3,5,.600,0,1,+2,MIN,H,2024-01-25,27-148,BRK,L (-2),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,12.5,45,19,1,5,3,1,3,3,40:42,6,14,.429,3,8,.375,4,6,.667,0,5,-5,HOU,H,2024-01-27,27-150,BRK,W (+2),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,23.9,46,33,4,3,1,0,1,3,37:23,12,24,.500,6,14,.429,3,3,1.000,1,2,+33,UTA,H,2024-01-29,27-152,BRK,W (+33),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,12.7,47,21,2,3,1,0,2,2,39:51,7,16,.438,6,12,.500,1,3,.333,1,2,-4,PHO,H,2024-01-31,27-154,BRK,L (-16),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,16.9,48,23,4,3,0,0,1,1,32:15,7,16,.438,5,12,.417,4,5,.800,1,2,+24,PHI,A,2024-02-03,27-157,BRK,W (+15),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,8.6,49,13,4,6,1,1,3,0,42:31,5,15,.333,1,7,.143,2,2,1.000,2,4,-6,GSW,H,2024-02-05,27-159,BRK,L (-11),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,21.8,50,28,4,1,2,0,1,0,38:30,11,21,.524,5,11,.455,1,1,1.000,0,1,-18,DAL,H,2024-02-06,27-160,BRK,L (-12),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,14.9,51,26,5,3,0,0,3,1,35:21,10,23,.435,5,13,.385,1,2,.500,1,2,-28,CLE,H,2024-02-08,27-162,BRK,L (-23),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,12.5,52,14,3,6,1,1,1,0,33:27,4,11,.364,3,6,.500,3,3,1.000,0,6,+17,SAS,H,2024-02-10,27-164,BRK,W (+20),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,17.5,53,27,3,2,1,0,2,3,39:47,10,20,.500,3,8,.375,4,4,1.000,0,2,-5,BOS,H,2024-02-13,27-167,BRK,L (-8),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,7.6,54,10,4,4,1,0,1,0,26:06,4,12,.333,2,6,.333,0,0,,1,3,-30,BOS,A,2024-02-14,27-168,BRK,L (-50),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,13.7,55,21,1,4,1,0,1,1,35:18,7,16,.438,4,10,.400,3,4,.750,0,4,-30,TOR,A,2024-02-22,27-176,BRK,L (-28),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,10.5,56,15,8,6,0,0,0,1,36:15,7,21,.333,1,11,.091,0,0,,1,5,-12,MIN,A,2024-02-24,27-178,BRK,L (-15),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,7.7,57,11,2,3,2,0,1,1,30:43,4,10,.400,1,7,.143,2,4,.500,0,3,+22,MEM,A,2024-02-26,27-180,BRK,W (+25),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,-5.1,58,4,2,2,1,0,3,1,29:17,2,13,.154,0,7,.000,0,1,.000,0,2,-28,ORL,A,2024-02-27,27-181,BRK,L (-27),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,15.3,59,15,5,7,1,1,0,1,33:51,6,14,.429,3,9,.333,0,0,,2,5,+30,ATL,H,2024-02-29,27-183,BRK,W (+27),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,29.0,60,38,2,5,2,1,2,2,38:33,14,26,.538,5,10,.500,5,5,1.000,2,3,+13,ATL,H,2024-03-02,27-185,BRK,W (+12),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,7.8,61,14,5,5,2,0,3,1,39:03,4,14,.286,2,8,.250,4,9,.444,1,4,-7,MEM,H,2024-03-04,27-187,BRK,L (-4),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,11.0,62,15,4,6,0,0,1,2,38:10,4,12,.333,2,3,.667,5,5,1.000,0,6,+10,PHI,H,2024-03-05,27-188,BRK,W (+5),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,9.3,63,13,7,1,1,0,3,1,43:10,4,11,.364,3,7,.429,2,4,.500,1,0,-6,DET,A,2024-03-07,27-190,BRK,L (-6),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,11.8,64,19,4,2,1,0,1,1,40:55,6,18,.333,4,11,.364,3,3,1.000,0,2,-10,CHO,A,2024-03-09,27-192,BRK,L (-11),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,25.0,65,25,5,5,3,0,1,2,34:40,9,14,.643,5,8,.625,2,2,1.000,0,5,+9,CLE,A,2024-03-10,27-193,BRK,W (+19),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,10.1,66,17,1,4,0,1,2,1,29:43,5,13,.385,1,2,.500,6,7,.857,1,3,-13,ORL,A,2024-03-13,27-196,BRK,L (-8),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,6.9,67,7,4,7,0,0,1,0,29:16,1,8,.125,1,4,.250,4,4,1.000,3,4,-11,IND,A,2024-03-16,27-199,BRK,L (-21),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,7.6,68,14,5,7,1,0,3,3,39:49,5,16,.313,3,7,.429,1,1,1.000,1,6,-14,SAS,A,2024-03-17,27-200,BRK,L (-7),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,9.0,69,15,1,2,2,0,2,1,32:22,4,11,.364,4,9,.444,3,6,.500,1,1,-8,NOP,H,2024-03-19,27-202,BRK,L (-13),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,16.5,70,24,2,6,1,0,2,2,33:29,9,19,.474,6,14,.429,0,0,,2,4,-7,MIL,A,2024-03-21,27-204,BRK,L (-7),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,13.3,71,18,5,4,1,0,3,1,36:38,7,14,.500,4,9,.444,0,0,,0,4,-12,NYK,A,2024-03-23,27-206,BRK,L (-12),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,1.6,72,13,4,3,0,0,7,0,37:00,5,15,.333,3,12,.250,0,0,,1,2,+7,TOR,A,2024-03-25,27-208,BRK,W (+8),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,18.6,73,19,4,6,2,2,0,1,47:23,7,16,.438,3,9,.333,2,2,1.000,1,5,+3,WAS,A,2024-03-27,27-210,BRK,W (+3),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,24.3,74,25,3,3,4,0,0,2,37:56,8,15,.533,7,11,.636,2,2,1.000,1,2,+16,CHI,H,2024-03-29,27-212,BRK,W (+17),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,7.5,75,13,4,3,1,0,1,1,37:49,5,16,.313,3,11,.273,0,0,,1,2,-23,LAL,H,2024-03-31,27-214,BRK,L (-12),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,15.1,76,19,6,0,1,0,0,0,29:29,7,17,.412,3,8,.375,2,2,1.000,0,0,-30,IND,A,2024-04-01,27-215,BRK,L (-22),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,15.9,77,17,4,7,2,1,2,1,35:58,6,13,.462,3,6,.500,2,3,.667,2,5,+17,IND,H,2024-04-03,27-217,BRK,W (+4),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,7.9,78,13,3,2,1,0,3,2,31:15,5,10,.500,3,6,.500,0,0,,0,2,-1,DET,H,2024-04-06,27-220,BRK,W (+10),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,6.9,79,8,2,5,0,0,1,1,24:21,3,6,.500,2,3,.667,0,0,,1,4,0,SAC,H,2024-04-07,27-221,BRK,L (-30),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,7.6,80,11,2,3,0,0,1,0,22:42,3,9,.333,3,8,.375,2,2,1.000,1,2,+1,TOR,H,2024-04-10,27-224,BRK,W (+4),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,3.3,81,5,4,0,0,1,0,1,24:08,2,8,.250,1,5,.200,0,0,,0,0,-1,NYK,A,2024-04-12,27-226,BRK,L (-4),1,2023-24,1,10,10
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us,5,Villanova,https://www.basketball-reference.com/players/b/bridgmi01/gamelog/2024,4.5,82,8,1,2,0,0,0,1,24:50,3,8,.375,2,5,.400,0,0,,0,2,-15,PHI,A,2024-04-14,27-228,BRK,L (-21),1,2023-24,1,10,10
33,Nic Claxton,C,6-11,215,"April 17, 1999",us,4,Georgia,https://www.basketball-reference.com/players/c/claxtni01/gamelog/2024,9.4,1,7,4,7,0,3,0,1,28:17,3,10,.300,0,0,,1,1,1.000,4,3,-12,CLE,H,2023-10-25,24-191,BRK,L (-1),1,2023-24,2,1,31
