Number,Player,Position,Height,Weight,Birth Date,Country,Years Experience,College,Player URL,Game Score,Game Season,Points,Assists,Rebounds,Steals,Blocks,Turnovers,Personal Fouls,Minutes Played,Field Goals Made,Field Goals Attempted,Field Goals Percentage,Three Points Made,Three Points Attempted,Three Points Percentage,Free Throws Made,Free Throws Attempted,Free Throws Percentage,Offensive Rebounds,Defensive Rebounds,Plus Minus,Opponent,Location,Game Date,Age,Team,Game Result,Starter,Season,Draft Round,Draft Pick in Round,Draft Overall Pick
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,15.8,16,19,2,7,0,0,1,0,28:47,6,11,.545,3,6,.500,4,6,.667,1,6,-1,POR,A,2021-01-25,20-227,OKC,W (+3),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,3.5,17,10,1,7,0,0,1,1,30:08,4,13,.308,1,8,.125,1,2,.500,0,7,+12,PHO,A,2021-01-27,20-229,OKC,W (+5),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,13.3,18,14,4,5,1,1,2,1,32:35,5,9,.556,2,5,.400,2,2,1.000,0,5,+6,BRK,H,2021-01-29,20-231,OKC,L (-22),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,8.0,19,15,1,6,0,0,2,1,30:08,6,13,.462,1,4,.250,2,4,.500,1,5,-19,HOU,H,2021-02-01,20-234,OKC,L (-30),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,14.9,20,18,2,12,0,2,2,2,34:15,6,13,.462,2,6,.333,4,4,1.000,0,12,-5,HOU,H,2021-02-03,20-236,OKC,W (+17),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,6.1,21,12,1,10,0,0,1,0,35:23,4,14,.286,1,6,.167,3,4,.750,0,10,+1,MIN,H,2021-02-05,20-238,OKC,L (-3),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,7.7,22,13,1,4,1,0,2,1,25:59,5,10,.500,1,3,.333,2,4,.500,0,4,-11,MIN,H,2021-02-06,20-239,OKC,W (+2),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,13.0,23,21,3,16,1,0,4,2,41:58,7,21,.333,2,8,.250,5,5,1.000,2,14,+1,LAL,A,2021-02-08,20-241,OKC,L (-7),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,1.9,24,9,2,7,0,1,2,1,42:51,4,15,.267,1,4,.250,0,0,,0,7,-12,LAL,A,2021-02-10,20-243,OKC,L (-1),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,4.1,25,7,2,7,0,1,2,0,29:03,2,9,.222,1,3,.333,2,2,1.000,1,6,-7,DEN,A,2021-02-12,20-245,OKC,L (-2),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,17.3,26,18,3,5,2,0,0,1,31:37,8,13,.615,2,7,.286,0,0,,0,5,0,MIL,H,2021-02-14,20-247,OKC,W (+5),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,11.7,27,14,6,6,1,1,0,0,36:06,4,16,.250,1,7,.143,5,6,.833,0,6,-12,POR,H,2021-02-16,20-249,OKC,L (-11),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,12.5,28,18,2,7,0,0,2,0,31:54,7,14,.500,4,8,.500,0,0,,0,7,-10,MEM,A,2021-02-17,20-250,OKC,L (-9),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,3.4,29,6,0,5,1,0,1,0,20:33,2,7,.286,2,2,1.000,0,0,,0,5,-16,MIL,A,2021-02-19,20-252,OKC,L (-13),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,3.7,30,4,1,7,1,0,0,1,30:17,2,7,.286,0,1,.000,0,0,,1,6,-2,CLE,A,2021-02-21,20-254,OKC,W (+16),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,7.5,31,13,1,5,1,0,4,1,31:30,5,9,.556,3,7,.429,0,0,,0,5,-6,MIA,H,2021-02-22,20-255,OKC,L (-14),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,-3.4,32,0,0,10,0,0,2,0,30:18,0,8,.000,0,3,.000,0,0,,3,7,+11,SAS,H,2021-02-24,20-257,OKC,W (+3),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,15.0,33,18,1,12,1,1,3,1,28:43,8,12,.667,1,5,.200,1,4,.250,2,10,+5,ATL,H,2021-02-26,20-259,OKC,W (+9),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,15.5,34,22,0,4,0,1,0,0,32:28,8,16,.500,3,8,.375,3,4,.750,0,4,-33,DEN,H,2021-02-27,20-260,OKC,L (-30),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,5.7,35,11,0,10,0,0,1,0,28:01,3,11,.273,2,8,.250,3,6,.500,1,9,-7,DAL,A,2021-03-03,20-264,OKC,L (-9),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,5.7,36,11,0,10,1,1,3,0,30:21,3,10,.300,1,5,.200,4,7,.571,0,10,+9,SAS,A,2021-03-04,20-265,OKC,W (+5),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,9.2,37,17,5,9,1,0,9,2,35:41,7,12,.583,3,4,.750,0,0,,1,8,-19,PHI,H,2021-04-10,20-302,OKC,L (-24),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,0.0,38,7,0,1,0,0,1,1,28:44,3,9,.333,1,5,.200,0,2,.000,0,1,+7,UTA,A,2021-04-13,20-305,OKC,L (-10),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,14.5,39,22,1,8,0,0,2,2,28:20,10,18,.556,0,3,.000,2,2,1.000,2,6,-21,GSW,H,2021-04-14,20-306,OKC,L (-38),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,10.3,40,19,2,7,1,0,3,1,33:36,7,18,.389,1,10,.100,4,4,1.000,0,7,-9,DET,A,2021-04-16,20-308,OKC,L (-6),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,6.7,41,16,1,8,0,1,5,1,33:06,6,15,.400,3,5,.600,1,2,.500,2,6,-15,TOR,A,2021-04-18,20-310,OKC,L (-6),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,17.5,42,26,3,7,0,0,1,3,37:52,7,19,.368,1,6,.167,11,13,.846,2,5,-11,WAS,A,2021-04-19,20-311,OKC,L (-12),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,12.6,43,26,2,9,1,0,3,2,37:09,9,25,.360,1,8,.125,7,9,.778,0,9,+7,IND,A,2021-04-21,20-313,OKC,L (-6),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,20.0,44,20,0,6,5,0,0,3,32:21,6,12,.500,3,5,.600,5,8,.625,4,2,-17,WAS,H,2021-04-23,20-315,OKC,L (-20),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,7.0,45,14,2,7,0,0,4,3,30:45,6,11,.545,0,2,.000,2,3,.667,1,6,-33,PHI,A,2021-04-26,20-318,OKC,L (-31),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,12.2,46,21,4,10,0,1,6,4,37:43,8,15,.533,2,3,.667,3,6,.500,2,8,+6,BOS,A,2021-04-27,20-319,OKC,W (+4),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,5.0,47,15,3,6,0,0,5,2,31:39,6,15,.400,0,6,.000,3,5,.600,2,4,-12,NOP,H,2021-04-29,20-321,OKC,L (-14),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,1.3,48,10,2,4,0,0,1,0,24:35,4,17,.235,1,4,.250,1,2,.500,1,3,-40,IND,H,2021-05-01,20-323,OKC,L (-57),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,14.1,49,19,3,9,0,0,3,3,35:20,8,13,.615,2,2,1.000,1,5,.200,5,4,+1,PHO,H,2021-05-02,20-324,OKC,L (-3),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,16.0,50,24,3,11,0,0,4,0,31:59,7,18,.389,3,7,.429,7,9,.778,3,8,-11,SAC,H,2021-05-04,20-326,OKC,L (-4),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,13.4,51,22,2,3,1,0,1,0,28:36,7,19,.368,4,13,.308,4,5,.800,0,3,-18,GSW,A,2021-05-06,20-328,OKC,L (-21),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,6.6,52,11,3,5,1,0,1,1,27:57,4,12,.333,0,3,.000,3,5,.600,0,5,-26,GSW,A,2021-05-08,20-330,OKC,L (-39),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,12.2,53,18,2,7,0,0,3,0,30:13,6,13,.462,2,3,.667,4,5,.800,2,5,-21,SAC,A,2021-05-09,20-331,OKC,L (-28),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,10.7,54,18,5,5,0,0,4,0,35:20,3,13,.231,2,7,.286,10,12,.833,1,4,-21,SAC,A,2021-05-11,20-333,OKC,L (-16),1,2020-21,1,23,23
7,Darius Bazley,PF,6-8,208,"June 12, 2000",us,1,None,https://www.basketball-reference.com/players/b/bazleda01/gamelog/2021,-6.1,55,2,2,4,1,0,3,1,28:57,1,13,.077,0,4,.000,0,0,,1,3,-18,UTA,H,2021-05-14,20-336,OKC,L (-16),1,2020-21,1,23,23
13,Tony Bradley,C,6-10,248,"January 8, 1998",us,3,UNC,https://www.basketball-reference.com/players/b/bradlto01/gamelog/2021,4.8,1,4,1,8,0,2,0,2,17:25,2,7,.286,0,0,,0,1,.000,4,4,-5,CLE,A,2020-12-27,22-354,PHI,L (-24),0,2020-21,1,28,28
13,Tony Bradley,C,6-10,248,"January 8, 1998",us,3,UNC,https://www.basketball-reference.com/players/b/bradlto01/gamelog/2021,14.8,2,11,1,15,1,1,1,2,24:25,5,7,.714,0,1,.000,1,2,.500,5,10,+10,DEN,H,2021-01-09,23-001,PHI,L (-12),0,2020-21,1,28,28
13,Tony Bradley,C,6-10,248,"January 8, 1998",us,3,UNC,https://www.basketball-reference.com/players/b/bradlto01/gamelog/2021,9.1,3,6,1,8,0,2,0,0,13:34,3,6,.500,0,0,,0,0,,4,4,+12,ATL,A,2021-01-11,23-003,PHI,L (-18),0,2020-21,1,28,28
13,Tony Bradley,C,6-10,248,"January 8, 1998",us,3,UNC,https://www.basketball-reference.com/players/b/bradlto01/gamelog/2021,1.0,4,0,0,0,1,0,0,0,2:22,0,0,,0,0,,0,0,,0,0,-3,MIA,H,2021-01-14,23-006,PHI,W (+17),0,2020-21,1,28,28
13,Tony Bradley,C,6-10,248,"January 8, 1998",us,3,UNC,https://www.basketball-reference.com/players/b/bradlto01/gamelog/2021,1.5,5,2,0,2,1,0,0,2,9:07,1,3,.333,0,0,,0,0,,1,1,-7,MEM,A,2021-01-16,23-008,PHI,L (-2),0,2020-21,1,28,28
13,Tony Bradley,C,6-10,248,"January 8, 1998",us,3,UNC,https://www.basketball-reference.com/players/b/bradlto01/gamelog/2021,13.3,6,12,0,9,0,1,0,2,23:20,5,7,.714,0,0,,2,2,1.000,4,5,+8,DET,A,2021-01-25,23-017,PHI,L (-15),0,2020-21,1,28,28
13,Tony Bradley,C,6-10,248,"January 8, 1998",us,3,UNC,https://www.basketball-reference.com/players/b/bradlto01/gamelog/2021,1.3,7,0,1,4,0,0,0,0,4:17,0,2,.000,0,0,,0,0,,2,2,-2,MIN,A,2021-01-29,23-021,PHI,W (+24),0,2020-21,1,28,28
13,Tony Bradley,C,6-10,248,"January 8, 1998",us,3,UNC,https://www.basketball-reference.com/players/b/bradlto01/gamelog/2021,2.8,8,2,2,4,0,0,0,3,17:02,1,2,.500,0,0,,0,0,,1,3,-16,IND,A,2021-01-31,23-023,PHI,W (+9),1,2020-21,1,28,28
13,Tony Bradley,C,6-10,248,"January 8, 1998",us,3,UNC,https://www.basketball-reference.com/players/b/bradlto01/gamelog/2021,1.7,9,2,0,0,0,0,0,0,3:54,1,1,1.000,0,0,,0,0,,0,0,+11,POR,H,2021-02-04,23-027,PHI,L (-16),0,2020-21,1,28,28
13,Tony Bradley,C,6-10,248,"January 8, 1998",us,3,UNC,https://www.basketball-reference.com/players/b/bradlto01/gamelog/2021,1.7,10,2,0,0,0,0,0,0,1:50,1,1,1.000,0,0,,0,0,,0,0,+3,PHO,A,2021-02-13,23-036,PHI,L (-9),0,2020-21,1,28,28
13,Tony Bradley,C,6-10,248,"January 8, 1998",us,3,UNC,https://www.basketball-reference.com/players/b/bradlto01/gamelog/2021,1.7,11,2,0,0,0,0,0,0,4:06,1,1,1.000,0,0,,0,0,,0,0,-7,DAL,H,2021-02-25,23-048,PHI,W (+14),0,2020-21,1,28,28
13,Tony Bradley,C,6-10,248,"January 8, 1998",us,3,UNC,https://www.basketball-reference.com/players/b/bradlto01/gamelog/2021,4.1,12,4,0,0,0,1,0,0,5:45,2,2,1.000,0,0,,0,0,,0,0,-5,IND,H,2021-03-01,23-052,PHI,W (+16),0,2020-21,1,28,28
13,Tony Bradley,C,6-10,248,"January 8, 1998",us,3,UNC,https://www.basketball-reference.com/players/b/bradlto01/gamelog/2021,15.9,13,14,0,5,0,3,0,2,21:34,7,7,1.000,0,0,,0,0,,3,2,+9,CHI,A,2021-03-11,23-062,PHI,W (+22),1,2020-21,1,28,28
13,Tony Bradley,C,6-10,248,"January 8, 1998",us,3,UNC,https://www.basketball-reference.com/players/b/bradlto01/gamelog/2021,5.6,14,6,1,3,0,0,0,1,9:11,3,4,.750,0,0,,0,0,,0,3,+3,WAS,A,2021-03-12,23-063,PHI,W (+26),0,2020-21,1,28,28
13,Tony Bradley,C,6-10,248,"January 8, 1998",us,3,UNC,https://www.basketball-reference.com/players/b/bradlto01/gamelog/2021,7.5,15,4,4,8,0,0,0,3,20:49,2,3,.667,0,0,,0,0,,2,6,+18,SAS,H,2021-03-14,23-065,PHI,W (+35),1,2020-21,1,28,28
13,Tony Bradley,C,6-10,248,"January 8, 1998",us,3,UNC,https://www.basketball-reference.com/players/b/bradlto01/gamelog/2021,1.9,16,0,1,7,0,0,1,1,16:46,0,1,.000,0,0,,0,0,,3,4,-1,NYK,H,2021-03-16,23-067,PHI,W (+3),1,2020-21,1,28,28
13,Tony Bradley,C,6-10,248,"January 8, 1998",us,3,UNC,https://www.basketball-reference.com/players/b/bradlto01/gamelog/2021,8.0,17,6,2,6,1,0,1,2,15:47,3,4,.750,0,0,,0,0,,3,3,+8,MIL,H,2021-03-17,23-068,PHI,L (-4),1,2020-21,1,28,28
13,Tony Bradley,C,6-10,248,"January 8, 1998",us,3,UNC,https://www.basketball-reference.com/players/b/bradlto01/gamelog/2021,12.8,18,14,1,8,0,1,1,3,23:49,6,8,.750,0,0,,2,2,1.000,1,7,+26,SAC,H,2021-03-20,23-071,PHI,W (+24),1,2020-21,1,28,28
13,Tony Bradley,C,6-10,248,"January 8, 1998",us,3,UNC,https://www.basketball-reference.com/players/b/bradlto01/gamelog/2021,0.7,19,0,2,6,0,0,1,2,19:28,0,1,.000,0,0,,0,2,.000,2,4,+1,NYK,A,2021-03-21,23-072,PHI,W (+1),1,2020-21,1,28,28
13,Tony Bradley,C,6-10,248,"January 8, 1998",us,3,UNC,https://www.basketball-reference.com/players/b/bradlto01/gamelog/2021,21.7,20,18,0,11,2,2,1,3,32:56,8,8,1.000,0,0,,2,2,1.000,4,7,+15,GSW,A,2021-03-23,23-074,PHI,W (+10),1,2020-21,1,28,28
13,Tony Bradley,C,6-10,248,"January 8, 1998",us,3,UNC,https://www.basketball-reference.com/players/b/bradlto01/gamelog/2021,5.9,21,8,1,5,1,0,4,3,14:07,3,3,1.000,0,0,,2,2,1.000,2,3,-2,DAL,H,2021-03-29,23-080,OKC,L (-21),0,2020-21,1,28,28
13,Tony Bradley,C,6-10,248,"January 8, 1998",us,3,UNC,https://www.basketball-reference.com/players/b/bradlto01/gamelog/2021,5.5,22,5,1,7,0,1,1,0,17:55,1,4,.250,0,0,,3,4,.750,2,5,+12,TOR,H,2021-03-31,23-082,OKC,W (+10),0,2020-21,1,28,28
13,Tony Bradley,C,6-10,248,"January 8, 1998",us,3,UNC,https://www.basketball-reference.com/players/b/bradlto01/gamelog/2021,7.5,23,9,0,6,0,1,1,3,24:14,4,6,.667,0,2,.000,1,1,1.000,2,4,-18,PHO,A,2021-04-02,23-084,OKC,L (-37),0,2020-21,1,28,28
13,Tony Bradley,C,6-10,248,"January 8, 1998",us,3,UNC,https://www.basketball-reference.com/players/b/bradlto01/gamelog/2021,14.9,24,14,2,8,1,1,1,3,24:31,6,8,.750,0,0,,2,2,1.000,2,6,-6,POR,A,2021-04-03,23-085,OKC,L (-48),0,2020-21,1,28,28
13,Tony Bradley,C,6-10,248,"January 8, 1998",us,3,UNC,https://www.basketball-reference.com/players/b/bradlto01/gamelog/2021,9.1,25,9,2,9,0,1,1,2,22:01,4,7,.571,0,0,,1,2,.500,2,7,+3,DET,H,2021-04-05,23-087,OKC,L (-24),0,2020-21,1,28,28
13,Tony Bradley,C,6-10,248,"January 8, 1998",us,3,UNC,https://www.basketball-reference.com/players/b/bradlto01/gamelog/2021,9.2,26,12,0,7,1,0,2,2,20:36,6,9,.667,0,0,,0,0,,2,5,-4,CHO,H,2021-04-07,23-089,OKC,L (-11),0,2020-21,1,28,28
13,Tony Bradley,C,6-10,248,"January 8, 1998",us,3,UNC,https://www.basketball-reference.com/players/b/bradlto01/gamelog/2021,6.1,27,5,3,4,0,2,2,1,19:37,2,4,.500,0,0,,1,2,.500,3,1,-19,CLE,H,2021-04-08,23-090,OKC,L (-27),0,2020-21,1,28,28
13,Tony Bradley,C,6-10,248,"January 8, 1998",us,3,UNC,https://www.basketball-reference.com/players/b/bradlto01/gamelog/2021,16.3,28,16,1,14,0,3,1,3,25:29,7,11,.636,0,0,,2,4,.500,3,11,-13,PHI,H,2021-04-10,23-092,OKC,L (-24),0,2020-21,1,28,28
13,Tony Bradley,C,6-10,248,"January 8, 1998",us,3,UNC,https://www.basketball-reference.com/players/b/bradlto01/gamelog/2021,1.6,29,0,0,5,0,0,0,0,10:37,0,1,.000,0,0,,0,0,,2,3,+1,UTA,A,2021-04-13,23-095,OKC,L (-10),0,2020-21,1,28,28
13,Tony Bradley,C,6-10,248,"January 8, 1998",us,3,UNC,https://www.basketball-reference.com/players/b/bradlto01/gamelog/2021,13.7,30,13,1,7,0,0,0,0,14:35,6,7,.857,0,0,,1,4,.250,4,3,-19,GSW,H,2021-04-14,23-096,OKC,L (-38),0,2020-21,1,28,28
13,Tony Bradley,C,6-10,248,"January 8, 1998",us,3,UNC,https://www.basketball-reference.com/players/b/bradlto01/gamelog/2021,11.0,31,11,1,7,2,2,4,1,22:31,4,6,.667,0,0,,3,3,1.000,2,5,+13,DET,A,2021-04-16,23-098,OKC,L (-6),0,2020-21,1,28,28
