Number,Player,Position,Height,Weight,Birth Date,Country,Years Experience,College,Player URL,Game Score,Game Season,Points,Assists,Rebounds,Steals,Blocks,Turnovers,Personal Fouls,Minutes Played,Field Goals Made,Field Goals Attempted,Field Goals Percentage,Three Points Made,Three Points Attempted,Three Points Percentage,Free Throws Made,Free Throws Attempted,Free Throws Percentage,Offensive Rebounds,Defensive Rebounds,Plus Minus,Opponent,Location,Game Date,Age,Team,Game Result,Starter,Season,Draft Round,Draft Pick in Round,Draft Overall Pick,Moved
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,1.8,9,7,1,0,0,0,0,1,16:21,3,9,0.333,0,1,0.0,1,2,0.5,0,0,-29.0,POR,A,2013-12-06,21-024,UTA,L (-32),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,12.8,10,19,7,10,2,0,4,3,44:08,5,19,0.263,2,8,0.25,7,7,1.0,1,9,-12.0,SAC,H,2013-12-07,21-025,UTA,L (-10),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,14.0,11,15,5,6,1,1,2,0,34:32,5,12,0.417,1,2,0.5,4,4,1.0,1,5,-10.0,POR,H,2013-12-09,21-027,UTA,L (-11),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,12.9,12,11,9,2,1,0,0,5,21:27,4,8,0.5,1,4,0.25,2,2,1.0,0,2,17.0,SAC,A,2013-12-11,21-029,UTA,W (+21),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,9.4,13,10,10,2,0,0,1,0,36:43,3,12,0.25,1,5,0.2,3,3,1.0,0,2,19.0,DEN,A,2013-12-13,21-031,UTA,W (+10),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,11.9,14,20,5,2,0,0,2,2,32:08,9,18,0.5,1,4,0.25,1,2,0.5,0,2,-14.0,SAS,H,2013-12-14,21-032,UTA,L (-16),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,-0.2,15,3,4,2,0,0,1,2,30:57,1,8,0.125,1,4,0.25,0,0,,1,1,-25.0,MIA,A,2013-12-16,21-034,UTA,L (-23),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,27.9,16,30,8,7,1,0,2,0,40:28,12,20,0.6,4,8,0.5,2,2,1.0,1,6,21.0,ORL,A,2013-12-18,21-036,UTA,W (+4),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,-2.0,17,2,3,3,0,0,1,3,20:27,1,8,0.125,0,3,0.0,0,0,,1,2,-17.0,ATL,A,2013-12-20,21-038,UTA,L (-33),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,14.9,18,20,4,3,0,0,0,2,26:23,7,16,0.438,4,8,0.5,2,2,1.0,1,2,14.0,CHA,A,2013-12-21,21-039,UTA,W (+3),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,12.0,19,18,5,1,0,0,3,1,35:40,5,12,0.417,2,6,0.333,6,6,1.0,0,1,4.0,MEM,A,2013-12-23,21-041,UTA,L (-10),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,7.8,20,14,7,1,1,0,7,2,34:33,6,10,0.6,2,4,0.5,0,0,,0,1,-9.0,LAL,H,2013-12-27,21-045,UTA,W (+2),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,2.8,21,12,6,2,1,0,6,2,37:35,4,14,0.286,1,5,0.2,3,3,1.0,0,2,-12.0,LAC,A,2013-12-28,21-046,UTA,L (-8),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,17.0,22,21,5,3,1,1,1,2,36:00,8,17,0.471,3,6,0.5,2,2,1.0,1,2,3.0,CHA,H,2013-12-30,21-048,UTA,W (+3),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,7.8,23,11,4,5,1,0,3,2,28:13,3,9,0.333,1,4,0.25,4,4,1.0,1,4,-1.0,MIL,H,2014-01-02,21-051,UTA,W (+9),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,2.1,24,6,9,3,0,0,1,2,33:19,3,15,0.2,0,8,0.0,0,0,,0,3,2.0,LAL,A,2014-01-03,21-052,UTA,L (-11),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,7.0,25,10,6,6,2,0,3,2,37:00,4,12,0.333,1,4,0.25,1,2,0.5,0,6,6.0,OKC,H,2014-01-07,21-056,UTA,W (+11),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,12.9,26,17,6,2,2,0,2,4,32:20,7,15,0.467,2,5,0.4,1,1,1.0,1,1,-9.0,CLE,H,2014-01-10,21-059,UTA,L (-11),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,14.6,27,18,8,2,0,0,2,3,36:01,6,12,0.5,3,4,0.75,3,4,0.75,0,2,9.0,DEN,H,2014-01-13,21-062,UTA,W (+15),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,11.5,28,17,11,3,0,0,2,5,31:33,7,19,0.368,2,3,0.667,1,1,1.0,1,2,8.0,SAS,A,2014-01-15,21-064,UTA,L (-4),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,15.9,29,20,12,3,2,1,7,0,37:03,8,17,0.471,1,5,0.2,3,4,0.75,0,3,14.0,DET,A,2014-01-17,21-066,UTA,W (+21),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,1.6,30,9,2,3,0,1,3,3,27:28,2,10,0.2,2,6,0.333,3,3,1.0,0,3,-29.0,MIN,A,2014-01-18,21-067,UTA,L (-26),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,5.6,31,9,5,2,0,1,2,2,29:08,4,10,0.4,1,3,0.333,0,0,,0,2,-20.0,MIN,H,2014-01-21,21-070,UTA,L (-15),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,9.3,32,12,8,3,0,0,2,1,38:20,4,12,0.333,4,5,0.8,0,0,,0,3,0.0,WAS,H,2014-01-25,21-074,UTA,W (+3),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,4.5,33,8,4,1,0,0,0,2,25:43,3,10,0.3,1,5,0.2,1,1,1.0,0,1,3.0,SAC,H,2014-01-27,21-076,UTA,W (+7),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,-0.5,34,4,6,3,0,0,1,6,22:12,2,10,0.2,0,3,0.0,0,0,,0,3,-29.0,GSW,H,2014-01-31,21-080,UTA,L (-5),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,0.4,35,6,5,2,0,0,1,2,33:36,2,13,0.154,2,8,0.25,0,0,,1,1,-3.0,LAC,A,2014-02-01,21-081,UTA,L (-15),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,0.5,36,8,3,6,0,0,4,1,34:59,4,14,0.286,0,4,0.0,0,0,,3,3,-14.0,TOR,H,2014-02-03,21-083,UTA,L (-15),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,6.9,37,13,5,1,0,0,1,1,33:36,5,15,0.333,3,9,0.333,0,0,,0,1,-16.0,DAL,A,2014-02-07,21-087,UTA,L (-22),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,7.5,38,13,3,1,0,0,1,3,27:00,5,11,0.455,3,8,0.375,0,0,,0,1,5.0,MIA,H,2014-02-08,21-088,UTA,W (+5),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,8.3,39,8,8,4,1,0,1,1,28:49,3,11,0.273,1,3,0.333,1,1,1.0,1,3,2.0,LAL,A,2014-02-11,21-091,UTA,W (+17),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,0.4,40,7,2,2,0,0,1,2,29:13,3,12,0.25,1,4,0.25,0,0,,1,1,2.0,PHI,H,2014-02-12,21-092,UTA,W (+5),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,14.5,41,14,10,3,0,0,1,1,30:40,6,12,0.5,2,7,0.286,0,0,,0,3,-8.0,BRK,H,2014-02-19,21-099,UTA,L (-6),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,18.7,42,21,7,6,1,0,2,2,32:48,8,16,0.5,3,5,0.6,2,2,1.0,2,4,6.0,POR,A,2014-02-21,21-101,UTA,L (-8),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,12.1,43,16,6,3,2,1,0,3,35:21,7,19,0.368,2,9,0.222,0,0,,0,3,-6.0,MIN,H,2014-02-22,21-102,UTA,L (-17),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,4.6,44,12,3,5,0,0,1,3,36:00,5,16,0.313,2,5,0.4,0,0,,1,4,18.0,BOS,H,2014-02-24,21-104,UTA,W (+12),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,5.9,45,10,2,1,0,0,2,3,27:35,4,6,0.667,2,3,0.667,0,0,,0,1,14.0,PHO,H,2014-02-26,21-106,UTA,W (+23),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,1.3,46,4,3,5,1,0,1,2,23:04,2,9,0.222,0,3,0.0,0,0,,0,5,-4.0,CLE,A,2014-02-28,21-108,UTA,L (-20),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,15.0,47,16,5,4,1,0,2,1,34:05,5,9,0.556,2,3,0.667,4,4,1.0,0,4,-6.0,IND,A,2014-03-02,21-110,UTA,L (-3),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,4.1,48,7,5,3,0,0,2,3,30:27,2,7,0.286,2,5,0.4,1,2,0.5,1,2,-22.0,MIL,A,2014-03-03,21-111,UTA,L (-26),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,6.1,49,14,3,4,0,0,3,2,35:36,5,14,0.357,2,6,0.333,2,2,1.0,1,3,-13.0,WAS,A,2014-03-05,21-113,UTA,L (-13),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,-1.2,50,4,4,4,0,0,2,0,36:38,2,12,0.167,0,8,0.0,0,0,,1,3,-18.0,NYK,A,2014-03-07,21-115,UTA,L (-27),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,5.7,51,7,8,4,0,0,1,5,23:48,2,9,0.222,0,4,0.0,3,3,1.0,1,3,12.0,PHI,A,2014-03-08,21-116,UTA,W (+12),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,18.5,52,23,4,2,0,0,1,1,38:15,9,15,0.6,5,8,0.625,0,0,,1,1,6.0,ATL,H,2014-03-10,21-118,UTA,L (-2),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,15.1,53,20,6,1,0,0,0,0,35:23,8,18,0.444,3,9,0.333,1,1,1.0,0,1,-4.0,DAL,H,2014-03-12,21-120,UTA,L (-7),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,14.4,54,18,4,2,1,0,3,2,35:18,7,10,0.7,2,3,0.667,2,2,1.0,0,2,8.0,LAC,H,2014-03-14,21-122,UTA,L (-9),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,12.5,55,13,5,0,2,0,0,0,29:49,6,12,0.5,1,2,0.5,0,0,,0,0,-5.0,SAS,A,2014-03-16,21-124,UTA,L (-18),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,5.1,56,10,5,3,1,0,2,2,36:04,4,13,0.308,1,2,0.5,1,1,1.0,0,3,-19.0,HOU,A,2014-03-17,21-125,UTA,L (-38),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,7.8,57,16,6,2,0,0,4,4,33:54,6,14,0.429,3,4,0.75,1,1,1.0,0,2,-16.0,MEM,A,2014-03-19,21-127,UTA,L (-10),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,7.9,58,17,4,2,1,0,3,4,38:30,5,15,0.333,3,7,0.429,4,6,0.667,1,1,8.0,ORL,H,2014-03-22,21-130,UTA,W (+1),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,8.1,59,15,2,4,1,0,2,1,35:43,6,15,0.4,0,4,0.0,3,4,0.75,1,3,-24.0,DET,H,2014-03-24,21-132,UTA,L (-20),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,6.3,60,11,10,1,0,0,3,2,34:34,5,14,0.357,0,5,0.0,1,2,0.5,0,1,-5.0,MEM,H,2014-03-26,21-134,UTA,L (-4),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,11.4,61,12,6,2,3,0,2,5,38:30,3,8,0.375,1,4,0.25,5,5,1.0,0,2,-2.0,NOP,A,2014-03-28,21-136,UTA,L (-7),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,-1.2,62,2,3,0,0,0,0,2,28:58,1,7,0.143,0,3,0.0,0,0,,0,0,-27.0,OKC,A,2014-03-30,21-138,UTA,L (-20),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,-0.3,63,5,3,4,0,0,3,3,31:16,2,8,0.25,1,2,0.5,0,0,,1,3,-8.0,NYK,H,2014-03-31,21-139,UTA,L (-9),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,7.0,64,6,8,1,2,0,2,3,32:51,3,7,0.429,0,1,0.0,0,0,,0,1,10.0,NOP,H,2014-04-04,21-143,UTA,W (+4),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,23.0,65,24,15,4,1,0,3,1,40:12,10,21,0.476,2,5,0.4,2,2,1.0,1,3,-18.0,GSW,A,2014-04-06,21-145,UTA,L (-28),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,2.9,66,4,5,2,0,0,0,2,31:14,2,8,0.25,0,5,0.0,0,0,,1,1,-14.0,DAL,H,2014-04-08,21-147,UTA,L (-12),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,13.4,67,14,11,3,0,0,0,1,40:13,5,16,0.313,4,6,0.667,0,0,,1,2,3.0,POR,H,2014-04-11,21-150,UTA,L (-12),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,11.4,68,12,8,3,0,0,0,0,38:25,5,13,0.385,1,5,0.2,1,1,1.0,0,3,-3.0,DEN,A,2014-04-12,21-151,UTA,L (-7),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,6.2,69,17,7,1,1,0,4,3,36:46,8,22,0.364,1,9,0.111,0,0,,1,0,-14.0,LAL,H,2014-04-14,21-153,UTA,L (-15),1,2013-14,1.0,9.0,9.0,False
3,Trey Burke,PG,6-0,185,"November 12, 1992",us,R,Michigan,https://www.basketball-reference.com/players/b/burketr01/gamelog/2014,25.7,70,32,9,7,1,0,5,3,48:21,10,21,0.476,2,4,0.5,10,10,1.0,3,4,19.0,MIN,A,2014-04-16,21-155,UTA,W (+6),1,2013-14,1.0,9.0,9.0,False
10,Alec Burks,SG,6-6,214,"July 20, 1991",us,2,Colorado,https://www.basketball-reference.com/players/b/burksal01/gamelog/2014,17.8,1,24,6,6,0,0,3,3,31:30,8,16,0.5,0,3,0.0,8,9,0.889,1,5,-2.0,OKC,H,2013-10-30,22-102,UTA,L (-3),0,2013-14,1.0,12.0,12.0,False
10,Alec Burks,SG,6-6,214,"July 20, 1991",us,2,Colorado,https://www.basketball-reference.com/players/b/burksal01/gamelog/2014,7.0,2,15,1,2,0,0,3,2,26:46,6,9,0.667,0,1,0.0,3,7,0.429,0,2,-3.0,PHO,A,2013-11-01,22-104,UTA,L (-3),0,2013-14,1.0,12.0,12.0,False
10,Alec Burks,SG,6-6,214,"July 20, 1991",us,2,Colorado,https://www.basketball-reference.com/players/b/burksal01/gamelog/2014,10.0,3,15,2,3,3,1,1,2,34:09,6,16,0.375,1,4,0.25,2,4,0.5,1,2,-2.0,HOU,H,2013-11-02,22-105,UTA,L (-11),0,2013-14,1.0,12.0,12.0,False
10,Alec Burks,SG,6-6,214,"July 20, 1991",us,2,Colorado,https://www.basketball-reference.com/players/b/burksal01/gamelog/2014,10.2,4,13,4,5,3,0,1,3,27:42,4,13,0.308,0,0,,5,9,0.556,3,2,3.0,BRK,A,2013-11-05,22-108,UTA,L (-16),0,2013-14,1.0,12.0,12.0,False
