Number,Player,Position,Height,Weight,Birth Date,Country,Years Experience,College,Player URL,Game Score,Game Season,Points,Assists,Rebounds,Steals,Blocks,Turnovers,Personal Fouls,Minutes Played,Field Goals Made,Field Goals Attempted,Field Goals Percentage,Three Points Made,Three Points Attempted,Three Points Percentage,Free Throws Made,Free Throws Attempted,Free Throws Percentage,Offensive Rebounds,Defensive Rebounds,Plus Minus,Opponent,Location,Game Date,Age,Team,Game Result,Starter,Season,Draft Round,Draft Pick in Round,Draft Overall Pick,Moved
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,17.6,11,16,7,12,0,0,3,0,29:11,5,9,0.556,4,4,1.0,2,3,0.667,2,10,13.0,MEM,H,2023-11-14,25-169,LAL,W (+27),0,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,9.5,12,9,8,11,1,0,4,1,33:40,4,10,0.4,0,5,0.0,1,2,0.5,2,9,0.0,SAC,H,2023-11-15,25-170,LAL,L (-15),0,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,5.0,13,7,4,2,0,0,3,0,17:59,1,4,0.25,0,0,,5,6,0.833,1,1,10.0,POR,A,2023-11-17,25-172,LAL,W (+12),0,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,17.7,14,17,6,6,0,0,2,0,25:18,5,7,0.714,2,3,0.667,5,6,0.833,0,6,9.0,HOU,H,2023-11-19,25-174,LAL,W (+1),0,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,18.7,15,19,5,5,3,0,2,0,26:22,7,13,0.538,1,4,0.25,4,4,1.0,0,5,10.0,UTA,H,2023-11-21,25-176,LAL,W (+32),0,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,12.0,16,17,6,6,0,0,2,5,31:25,7,14,0.5,1,5,0.2,2,3,0.667,1,5,-3.0,DAL,H,2023-11-22,25-177,LAL,L (-3),0,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,19.5,17,15,10,5,2,0,2,1,32:21,4,8,0.5,1,2,0.5,6,6,1.0,1,4,-2.0,CLE,A,2023-11-25,25-180,LAL,W (+6),0,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,4.8,18,12,2,2,0,0,3,2,28:35,4,10,0.4,1,4,0.25,3,3,1.0,0,2,-19.0,PHI,A,2023-11-27,25-182,LAL,L (-44),0,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,3.6,19,6,4,3,0,1,2,2,24:20,3,8,0.375,0,4,0.0,0,0,,1,2,13.0,DET,A,2023-11-29,25-184,LAL,W (+26),0,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,9.6,20,14,3,2,0,0,2,2,28:47,5,9,0.556,1,4,0.25,3,3,1.0,0,2,-23.0,OKC,A,2023-11-30,25-185,LAL,L (-23),0,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,15.8,21,18,1,4,3,0,1,2,22:09,6,11,0.545,1,4,0.25,5,6,0.833,1,3,15.0,HOU,H,2023-12-02,25-187,LAL,W (+10),0,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,12.2,22,20,2,6,0,0,3,1,26:53,7,16,0.438,3,8,0.375,3,3,1.0,2,4,17.0,PHO,H,2023-12-05,25-190,LAL,W (+3),0,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,18.1,23,17,7,5,1,0,2,0,23:12,5,9,0.556,3,6,0.5,4,4,1.0,0,5,21.0,NOP,H,2023-12-07,25-192,LAL,W (+44),0,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,17.9,24,22,8,5,0,0,3,2,31:48,7,14,0.5,4,7,0.571,4,5,0.8,0,5,4.0,DAL,A,2023-12-12,25-197,LAL,L (-2),0,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,17.2,25,15,8,4,1,0,1,2,29:11,6,10,0.6,3,6,0.5,0,0,,2,2,-9.0,SAS,A,2023-12-13,25-198,LAL,W (+3),0,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,16.3,26,22,4,7,0,0,2,0,34:04,8,18,0.444,4,10,0.4,2,2,1.0,2,5,-8.0,SAS,A,2023-12-15,25-200,LAL,L (-14),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,13.9,27,20,7,3,1,0,4,2,33:10,6,15,0.4,3,7,0.429,5,5,1.0,0,3,7.0,NYK,H,2023-12-18,25-203,LAL,L (-5),0,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,15.2,28,21,3,0,1,1,3,1,27:52,9,14,0.643,2,5,0.4,1,1,1.0,0,0,-22.0,CHI,A,2023-12-20,25-205,LAL,L (-16),0,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,16.9,29,20,5,8,2,0,4,2,27:11,7,14,0.5,1,4,0.25,5,5,1.0,2,6,-9.0,MIN,A,2023-12-21,25-206,LAL,L (-7),0,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,12.0,30,11,9,3,0,0,1,3,28:24,4,8,0.5,2,5,0.4,1,1,1.0,0,3,-2.0,OKC,A,2023-12-23,25-208,LAL,W (+9),0,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,9.6,31,11,3,6,1,0,2,3,28:15,4,9,0.444,2,3,0.667,1,1,1.0,4,2,-1.0,BOS,H,2023-12-25,25-210,LAL,L (-11),0,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,15.6,32,16,4,2,1,0,0,4,23:54,6,8,0.75,2,3,0.667,2,2,1.0,0,2,9.0,CHO,H,2023-12-28,25-213,LAL,W (+21),0,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,0.9,33,9,0,2,0,0,1,2,29:05,2,11,0.182,0,5,0.0,5,6,0.833,1,1,2.0,MIN,A,2023-12-30,25-215,LAL,L (-2),0,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,21.8,34,20,9,2,1,1,0,3,36:11,7,12,0.583,1,5,0.2,5,6,0.833,1,1,-19.0,NOP,A,2023-12-31,25-216,LAL,L (-20),0,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,21.3,35,24,8,5,0,0,3,2,36:47,7,12,0.583,2,6,0.333,8,9,0.889,0,5,-2.0,MIA,H,2024-01-03,25-219,LAL,L (-14),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,21.9,36,19,12,7,2,0,1,4,40:00,8,14,0.571,0,3,0.0,3,4,0.75,0,7,-23.0,MEM,H,2024-01-05,25-221,LAL,L (-14),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,4.3,37,8,2,0,0,0,2,0,32:11,2,5,0.4,0,3,0.0,4,5,0.8,0,0,-4.0,LAC,H,2024-01-07,25-223,LAL,W (+3),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,11.2,38,11,7,3,1,0,0,2,31:54,3,10,0.3,1,6,0.167,4,4,1.0,0,3,-2.0,TOR,H,2024-01-09,25-225,LAL,W (+1),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,11.8,39,13,6,1,1,0,3,2,30:22,4,7,0.571,2,3,0.667,3,3,1.0,1,0,-23.0,PHO,H,2024-01-11,25-227,LAL,L (-18),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,15.0,40,19,2,4,0,0,1,6,30:54,7,8,0.875,1,2,0.5,4,6,0.667,1,3,-21.0,UTA,A,2024-01-13,25-229,LAL,L (-7),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,14.9,41,15,7,3,0,1,2,0,33:10,6,10,0.6,1,3,0.333,2,2,1.0,0,3,9.0,OKC,H,2024-01-15,25-231,LAL,W (+7),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,13.8,42,14,7,3,1,0,3,2,29:30,6,8,0.75,2,2,1.0,0,0,,0,3,20.0,DAL,H,2024-01-17,25-233,LAL,W (+17),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,6.8,43,9,5,3,1,0,0,2,33:25,4,12,0.333,0,6,0.0,1,1,1.0,0,3,-13.0,BRK,H,2024-01-19,25-235,LAL,L (-18),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,12.6,44,15,2,4,1,0,1,1,25:36,5,10,0.5,3,4,0.75,2,2,1.0,1,3,4.0,POR,H,2024-01-21,25-237,LAL,W (+24),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,6.8,45,12,5,2,2,1,3,3,33:56,5,14,0.357,2,8,0.25,0,0,,0,2,-8.0,LAC,A,2024-01-23,25-239,LAL,L (-11),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,20.4,46,20,8,3,0,0,1,4,33:13,7,9,0.778,2,3,0.667,4,4,1.0,0,3,14.0,CHI,H,2024-01-25,25-241,LAL,W (+9),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,9.0,47,17,6,2,2,0,5,3,46:46,4,14,0.286,1,7,0.143,8,9,0.889,0,2,4.0,GSW,A,2024-01-27,25-243,LAL,W (+1),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,6.6,48,8,5,3,1,0,2,1,29:44,3,8,0.375,1,3,0.333,1,2,0.5,1,2,-11.0,HOU,A,2024-01-29,25-245,LAL,L (-16),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,21.7,49,28,6,0,2,0,2,1,32:21,10,19,0.526,3,8,0.375,5,7,0.714,0,0,-15.0,ATL,A,2024-01-30,25-246,LAL,L (-16),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,24.9,50,32,3,2,0,0,0,1,34:34,10,18,0.556,7,10,0.7,5,7,0.714,0,2,16.0,BOS,A,2024-02-01,25-248,LAL,W (+9),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,20.8,51,22,7,6,0,2,1,3,38:47,6,13,0.462,3,6,0.5,7,8,0.875,0,6,8.0,NYK,A,2024-02-03,25-250,LAL,W (+8),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,9.0,52,9,11,4,1,1,5,3,36:10,3,8,0.375,0,5,0.0,3,3,1.0,0,4,15.0,CHO,A,2024-02-05,25-252,LAL,W (+6),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,14.0,53,15,10,2,2,0,1,2,36:16,6,16,0.375,2,7,0.286,1,2,0.5,1,1,-9.0,DEN,H,2024-02-08,25-255,LAL,L (-8),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,22.3,54,27,4,2,0,0,0,3,31:22,10,15,0.667,3,4,0.75,4,5,0.8,0,2,3.0,NOP,H,2024-02-09,25-256,LAL,W (+17),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,14.3,55,15,6,7,1,1,2,4,32:29,3,9,0.333,2,5,0.4,7,7,1.0,0,7,25.0,DET,H,2024-02-13,25-260,LAL,W (+14),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,22.6,56,22,7,4,3,0,3,0,33:40,9,13,0.692,3,5,0.6,1,1,1.0,0,4,22.0,UTA,A,2024-02-14,25-261,LAL,W (+16),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,12.4,57,16,4,2,0,1,2,2,27:15,7,11,0.636,2,5,0.4,0,0,,0,2,-18.0,GSW,A,2024-02-22,25-269,LAL,L (-18),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,7.0,58,10,9,5,0,2,5,2,33:19,4,12,0.333,2,5,0.4,0,0,,1,4,1.0,SAS,H,2024-02-23,25-270,LAL,W (+5),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,10.2,59,14,4,4,1,0,2,1,35:26,5,12,0.417,2,7,0.286,2,2,1.0,0,4,-10.0,PHO,A,2024-02-25,25-272,LAL,L (-10),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,13.6,60,13,5,8,1,0,1,1,35:50,6,11,0.545,1,4,0.25,0,0,,1,7,-5.0,LAC,A,2024-02-28,25-275,LAL,W (+4),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,11.2,61,12,4,6,1,1,1,3,39:24,6,11,0.545,0,2,0.0,0,0,,1,5,2.0,WAS,H,2024-02-29,25-276,LAL,W (+3),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,21.4,62,19,14,2,0,0,2,1,36:43,7,12,0.583,3,6,0.5,2,2,1.0,0,2,-9.0,DEN,H,2024-03-02,25-278,LAL,L (-10),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,15.5,63,16,7,6,1,0,5,1,29:07,6,8,0.75,4,5,0.8,0,0,,1,5,8.0,OKC,H,2024-03-04,25-280,LAL,W (+12),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,11.5,64,18,4,4,0,0,2,2,35:45,6,15,0.4,4,7,0.571,2,2,1.0,1,3,-4.0,SAC,H,2024-03-06,25-282,LAL,L (-10),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,16.6,65,18,7,5,1,0,2,1,36:39,7,12,0.583,2,5,0.4,2,4,0.5,0,5,-1.0,MIL,H,2024-03-08,25-284,LAL,W (+1),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,12.5,66,19,4,6,0,0,4,2,35:56,7,13,0.538,3,6,0.5,2,2,1.0,0,6,10.0,MIN,H,2024-03-10,25-286,LAL,W (+11),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,23.9,67,28,4,6,1,0,1,1,37:28,10,17,0.588,7,12,0.583,1,2,0.5,0,6,-2.0,SAC,A,2024-03-13,25-289,LAL,L (-13),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,3.5,68,11,3,3,0,0,3,0,34:21,4,13,0.308,2,9,0.222,1,1,1.0,0,3,-5.0,GSW,H,2024-03-16,25-292,LAL,L (-7),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,12.8,69,12,4,6,1,1,0,3,28:17,4,9,0.444,0,3,0.0,4,4,1.0,1,5,21.0,ATL,H,2024-03-18,25-294,LAL,W (+31),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,11.4,70,14,5,6,0,1,3,2,33:06,3,8,0.375,2,5,0.4,6,8,0.75,1,5,-1.0,PHI,H,2024-03-22,25-298,LAL,W (+7),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,23.7,71,25,8,5,0,1,2,1,37:29,6,13,0.462,2,5,0.4,11,12,0.917,1,4,4.0,IND,H,2024-03-24,25-300,LAL,W (+5),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,29.8,72,29,10,14,0,2,1,3,47:35,10,20,0.5,4,11,0.364,5,6,0.833,2,12,-2.0,MIL,A,2024-03-26,25-302,LAL,W (+4),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,12.5,73,13,11,2,0,0,2,1,35:03,4,12,0.333,0,4,0.0,5,5,1.0,1,1,31.0,MEM,A,2024-03-27,25-303,LAL,W (+12),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,11.3,74,16,6,13,1,0,5,2,36:11,7,16,0.438,1,7,0.143,1,1,1.0,1,12,-15.0,IND,A,2024-03-29,25-305,LAL,L (-19),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,13.0,75,12,6,7,1,0,1,0,34:38,5,11,0.455,0,4,0.0,2,2,1.0,1,6,26.0,BRK,A,2024-03-31,25-307,LAL,W (+12),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,7.6,76,7,6,4,0,3,1,2,25:12,2,9,0.222,1,5,0.2,2,2,1.0,1,3,6.0,TOR,A,2024-04-02,25-309,LAL,W (+17),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,13.7,77,16,4,4,2,0,1,1,35:02,7,15,0.467,2,6,0.333,0,0,,2,2,7.0,WAS,A,2024-04-03,25-310,LAL,W (+5),1,2023-24,,,,False
15,Austin Reaves,SG,6-5,206,"May 29, 1998",us,2,"Wichita State, Oklahoma",https://www.basketball-reference.com/players/r/reaveau01/gamelog/2024,5.6,78,7,6,2,1,0,3,3,33:29,3,6,0.5,1,4,0.25,0,0,,0,2,-6.0,CLE,H,2024-04-06,25-313,LAL,W (+19),1,2023-24,,,,False
