Number,Player,Position,Height,Weight,Birth Date,Country,Years Experience,College,Player URL,Game Score,Game Season,Points,Assists,Rebounds,Steals,Blocks,Turnovers,Personal Fouls,Minutes Played,Field Goals Made,Field Goals Attempted,Field Goals Percentage,Three Points Made,Three Points Attempted,Three Points Percentage,Free Throws Made,Free Throws Attempted,Free Throws Percentage,Offensive Rebounds,Defensive Rebounds,Plus Minus,Opponent,Location,Game Date,Age,Team,Game Result,Starter,Season,Draft Round,Draft Pick in Round,Draft Overall Pick,Moved
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,10.2,11,17,1,0,0,0,1,2,21:23,5,11,0.455,3,9,0.333,4,4,1.0,0,0,-26.0,NOP,A,2023-11-14,31-243,DAL,L (-21),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,22.1,12,31,3,4,0,0,1,1,26:48,11,20,0.55,7,11,0.636,2,5,0.4,0,4,17.0,WAS,A,2023-11-15,31-244,DAL,W (+13),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,10.6,13,17,2,2,0,0,1,0,26:19,6,14,0.429,4,10,0.4,1,1,1.0,0,2,0.0,MIL,A,2023-11-18,31-247,DAL,L (-7),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,9.1,14,14,2,2,0,0,0,3,27:29,5,11,0.455,2,4,0.5,2,2,1.0,0,2,-9.0,SAC,H,2023-11-19,31-248,DAL,L (-16),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,4.5,15,7,3,2,1,0,0,0,29:55,2,10,0.2,2,8,0.25,1,2,0.5,1,1,11.0,LAL,A,2023-11-22,31-251,DAL,W (+3),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,3.3,16,12,0,3,0,0,1,2,29:17,5,14,0.357,2,9,0.222,0,0,,0,3,-9.0,LAC,A,2023-11-25,31-254,DAL,L (-19),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,4.9,17,11,0,1,0,0,0,0,21:40,4,12,0.333,3,8,0.375,0,0,,1,0,1.0,HOU,H,2023-11-28,31-257,DAL,W (+6),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,11.4,18,17,2,4,0,0,0,1,21:53,5,14,0.357,4,12,0.333,3,4,0.75,1,3,8.0,UTA,H,2023-12-06,31-265,DAL,W (+50),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,13.0,19,20,0,4,0,0,1,4,36:31,7,12,0.583,4,9,0.444,2,2,1.0,0,4,15.0,POR,A,2023-12-08,31-267,DAL,W (+13),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,24.5,20,32,3,3,1,0,0,2,36:58,10,21,0.476,5,10,0.5,7,8,0.875,1,2,-6.0,LAL,H,2023-12-12,31-271,DAL,W (+2),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,-0.9,21,10,0,4,0,0,2,2,31:57,4,15,0.267,0,7,0.0,2,3,0.667,0,4,-30.0,MIN,H,2023-12-14,31-273,DAL,L (-18),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,16.0,22,25,1,6,1,0,1,0,35:55,8,21,0.381,5,15,0.333,4,4,1.0,0,6,12.0,POR,A,2023-12-16,31-275,DAL,W (+11),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,-0.7,23,8,1,2,0,0,2,2,21:47,3,12,0.25,2,9,0.222,0,0,,0,2,-7.0,DEN,A,2023-12-18,31-277,DAL,L (-26),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,14.1,24,21,3,3,3,0,1,2,36:47,8,21,0.381,3,11,0.273,2,2,1.0,1,2,1.0,LAC,H,2023-12-20,31-279,DAL,L (-9),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,5.4,25,16,1,3,0,0,1,0,25:51,6,20,0.3,2,8,0.25,2,2,1.0,1,2,-27.0,HOU,A,2023-12-22,31-281,DAL,L (-26),1,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,16.1,26,23,3,6,0,0,0,1,30:21,9,20,0.45,5,11,0.455,0,0,,0,6,28.0,SAS,H,2023-12-23,31-282,DAL,W (+25),1,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,12.5,27,18,2,7,1,0,1,4,38:07,6,14,0.429,3,9,0.333,3,3,1.0,0,7,10.0,PHO,A,2023-12-25,31-284,DAL,W (+14),1,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,7.2,28,14,1,4,0,0,0,2,29:39,4,13,0.308,1,5,0.2,5,6,0.833,0,4,-5.0,CLE,H,2023-12-27,31-286,DAL,L (-3),1,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,25.5,29,32,3,3,2,0,1,2,32:03,11,19,0.579,5,11,0.455,5,7,0.714,0,3,5.0,MIN,A,2023-12-28,31-287,DAL,L (-8),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,13.7,30,16,5,6,0,0,0,2,29:19,5,12,0.417,2,8,0.25,4,5,0.8,0,6,9.0,GSW,A,2023-12-30,31-289,DAL,W (+10),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,0.1,31,6,0,2,0,0,1,1,22:42,3,9,0.333,0,6,0.0,0,0,,0,2,-16.0,UTA,A,2024-01-01,31-291,DAL,L (-37),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,9.1,32,14,0,3,0,0,0,2,23:27,5,10,0.5,2,5,0.4,2,2,1.0,0,3,8.0,POR,H,2024-01-03,31-293,DAL,W (+29),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,13.9,33,19,4,2,1,1,2,3,26:36,8,14,0.571,3,7,0.429,0,1,0.0,0,2,21.0,POR,H,2024-01-05,31-295,DAL,W (+36),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,5.6,34,12,1,4,0,0,0,2,31:37,4,13,0.308,2,8,0.25,2,2,1.0,0,4,14.0,MIN,H,2024-01-07,31-297,DAL,W (+7),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,6.1,35,9,2,3,0,0,1,3,29:35,3,6,0.5,2,3,0.667,1,1,1.0,0,3,-26.0,MEM,H,2024-01-09,31-299,DAL,L (-17),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,26.2,36,32,4,6,2,0,2,2,38:40,10,20,0.5,6,13,0.462,6,7,0.857,2,4,12.0,NYK,H,2024-01-11,31-301,DAL,W (+4),1,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,14.9,37,24,0,4,0,0,0,3,39:20,8,17,0.471,3,8,0.375,5,6,0.833,0,4,-6.0,NOP,H,2024-01-13,31-303,DAL,L (-10),1,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,28.3,38,41,2,2,1,0,4,0,40:38,11,23,0.478,9,15,0.6,10,10,1.0,0,2,-1.0,NOP,H,2024-01-15,31-305,DAL,W (+5),1,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,1.0,39,12,1,4,1,0,4,2,28:17,5,17,0.294,0,7,0.0,2,2,1.0,2,2,-10.0,LAL,A,2024-01-17,31-307,DAL,L (-17),1,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,14.6,40,20,1,2,0,0,0,2,31:57,8,13,0.615,4,7,0.571,0,0,,0,2,-3.0,BOS,H,2024-01-22,31-312,DAL,L (-9),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,11.3,41,17,2,5,2,0,1,1,34:15,6,16,0.375,4,10,0.4,1,2,0.5,0,5,-21.0,PHO,H,2024-01-24,31-314,DAL,L (-23),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,6.7,42,13,3,4,0,0,2,2,32:09,3,12,0.25,3,9,0.333,4,4,1.0,1,3,-5.0,ATL,A,2024-01-26,31-316,DAL,W (+5),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,10.4,43,19,1,4,0,0,1,2,35:47,8,17,0.471,3,9,0.333,0,0,,0,4,-2.0,SAC,H,2024-01-27,31-317,DAL,L (-5),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,30.0,44,36,1,8,1,0,1,2,36:36,11,17,0.647,5,9,0.556,9,11,0.818,0,8,13.0,ORL,H,2024-01-29,31-319,DAL,W (+2),1,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,8.1,45,14,2,3,2,0,1,0,31:42,5,16,0.313,2,10,0.2,2,2,1.0,0,3,-32.0,MIN,A,2024-01-31,31-321,DAL,L (-34),1,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,11.7,46,18,2,2,2,0,1,4,38:15,6,15,0.4,4,8,0.5,2,2,1.0,1,1,-6.0,MIL,H,2024-02-03,31-324,DAL,L (-12),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,-5.1,47,0,0,2,0,1,0,2,21:44,0,8,0.0,0,5,0.0,0,0,,0,2,0.0,PHI,A,2024-02-05,31-326,DAL,W (+16),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,12.8,48,14,3,7,0,0,0,1,25:26,4,10,0.4,3,7,0.429,3,3,1.0,1,6,-1.0,BRK,A,2024-02-06,31-327,DAL,W (+12),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,13.6,49,19,2,2,0,0,0,1,29:44,7,14,0.5,5,10,0.5,0,0,,0,2,11.0,NYK,A,2024-02-08,31-329,DAL,W (+14),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,5.5,50,10,1,1,1,0,1,2,25:01,4,9,0.444,2,6,0.333,0,0,,0,1,28.0,OKC,H,2024-02-10,31-331,DAL,W (+35),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,-2.2,51,5,1,3,1,1,1,3,21:58,2,13,0.154,1,7,0.143,0,0,,0,3,-4.0,WAS,H,2024-02-12,31-333,DAL,W (+8),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,5.6,52,8,5,2,1,0,3,2,26:18,3,7,0.429,2,4,0.5,0,0,,0,2,11.0,SAS,H,2024-02-14,31-335,DAL,W (+23),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,4.9,53,12,0,4,2,0,2,2,30:10,5,13,0.385,1,9,0.111,1,2,0.5,0,4,-4.0,PHO,H,2024-02-22,31-343,DAL,W (+10),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,2.5,54,11,1,3,0,1,4,0,23:15,4,12,0.333,3,6,0.5,0,0,,0,3,-14.0,IND,A,2024-02-25,31-346,DAL,L (-22),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,3.6,55,4,1,3,0,1,0,1,26:16,2,5,0.4,0,1,0.0,0,0,,1,2,10.0,CLE,A,2024-02-27,31-348,DAL,L (-2),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,11.7,56,16,4,4,0,0,0,3,25:06,5,13,0.385,4,10,0.4,2,2,1.0,0,4,14.0,TOR,A,2024-02-28,31-349,DAL,W (+11),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,7.1,57,10,0,5,0,0,1,1,20:00,3,6,0.5,2,4,0.5,2,2,1.0,0,5,-21.0,BOS,A,2024-03-01,31-351,DAL,L (-28),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,-2.5,58,2,1,0,0,0,0,0,14:31,1,8,0.125,0,6,0.0,0,0,,0,0,-6.0,PHI,H,2024-03-03,31-353,DAL,L (-4),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,2.2,59,6,1,1,0,0,0,1,12:58,2,8,0.25,2,5,0.4,0,0,,1,0,-5.0,IND,H,2024-03-05,31-355,DAL,L (-17),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,4.7,60,11,1,1,0,0,0,1,20:40,3,11,0.273,2,6,0.333,3,4,0.75,0,1,7.0,MIA,H,2024-03-07,31-357,DAL,W (+6),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,10.8,61,17,2,1,0,0,0,0,17:35,6,13,0.462,4,8,0.5,1,4,0.25,0,1,13.0,DET,A,2024-03-09,31-359,DAL,W (+18),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,6.7,62,4,4,1,2,0,0,0,18:10,1,4,0.25,0,3,0.0,2,2,1.0,0,1,-3.0,CHI,A,2024-03-11,31-361,DAL,W (+35),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,1.3,63,5,2,0,0,0,1,0,14:20,2,7,0.286,1,5,0.2,0,0,,0,0,6.0,GSW,H,2024-03-13,31-363,DAL,W (+10),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,20.5,64,23,3,9,1,0,2,2,30:50,8,13,0.615,5,9,0.556,2,2,1.0,1,8,13.0,OKC,A,2024-03-14,31-364,DAL,L (-7),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,-1.3,65,1,1,3,0,0,1,1,14:52,0,3,0.0,0,2,0.0,1,2,0.5,0,3,2.0,DEN,H,2024-03-17,32-001,DAL,W (+2),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,5.3,66,5,1,1,2,0,0,0,17:11,2,5,0.4,1,2,0.5,0,0,,0,1,6.0,SAS,A,2024-03-19,32-003,DAL,W (+6),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,-3.5,67,0,0,1,0,0,1,0,16:53,0,4,0.0,0,3,0.0,0,0,,0,1,-5.0,UTA,H,2024-03-21,32-005,DAL,W (+16),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,10.8,68,13,4,2,3,0,0,2,28:38,5,14,0.357,3,9,0.333,0,0,,0,2,8.0,UTA,A,2024-03-25,32-009,DAL,W (+10),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,21.4,69,22,6,3,1,1,0,2,26:15,8,14,0.571,4,6,0.667,2,3,0.667,1,2,19.0,SAC,A,2024-03-26,32-010,DAL,W (+36),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,1.8,70,5,1,2,0,0,0,0,20:27,1,7,0.143,1,4,0.25,2,2,1.0,0,2,-3.0,SAC,A,2024-03-29,32-013,DAL,W (+4),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,5.1,71,9,0,5,0,0,1,0,24:14,3,8,0.375,3,6,0.5,0,0,,0,5,7.0,HOU,A,2024-03-31,32-015,DAL,W (+18),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,7.0,72,7,3,3,0,0,0,0,26:24,3,6,0.5,1,4,0.25,0,0,,0,3,-4.0,GSW,A,2024-04-02,32-017,DAL,L (-4),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,4.8,73,8,3,2,1,0,1,2,20:46,3,9,0.333,2,7,0.286,0,0,,0,2,0.0,ATL,H,2024-04-04,32-019,DAL,W (+14),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,5.3,74,13,3,3,0,0,2,3,30:00,4,13,0.308,1,7,0.143,4,4,1.0,0,3,-9.0,GSW,H,2024-04-05,32-020,DAL,W (+2),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,1.1,75,5,0,1,0,0,0,2,17:36,2,6,0.333,1,4,0.25,0,0,,0,1,-5.0,HOU,H,2024-04-07,32-022,DAL,W (+11),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,12.3,76,15,1,4,1,0,1,0,22:37,6,10,0.6,3,7,0.429,0,0,,0,4,1.0,CHO,A,2024-04-09,32-024,DAL,W (+26),0,2023-24,1.0,24.0,24.0,False
10,Tim Hardaway Jr.,SF,6-5,205,"March 16, 1992",us,10,Michigan,https://www.basketball-reference.com/players/h/hardati02/gamelog/2024,0.9,77,5,1,2,0,0,1,0,18:21,2,8,0.25,1,6,0.167,0,0,,1,1,16.0,MIA,A,2024-04-10,32-025,DAL,W (+19),0,2023-24,1.0,24.0,24.0,False
